household_id,TAZ,income,hhsize,HHT,auto_ownership,num_workers,sample_rate,chunk_id,income_in_thousands,income_segment,median_value_of_time,hh_value_of_time,num_non_workers,num_drivers,num_adults,num_children,num_young_children,num_children_5_to_15,num_children_16_to_17,num_college_age,num_young_adults,non_family,family,home_is_urban,home_is_rural,hh_work_auto_savings_ratio,num_under16_not_at_school,num_travel_active,num_travel_active_adults,num_travel_active_preschoolers,num_travel_active_children,num_travel_active_non_preschoolers,participates_in_jtf_model,joint_tour_frequency,num_hh_joint_tours,in_Zone
46729,1133,53305,2,2,0,2,1,46728,53.305,2,8.81,9.088873364438726,0,2,2,0,0,0,0,1,1,FALSE,TRUE,FALSE,FALSE,-0.15069418,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
54729,1144,139133,3,1,0,2,1,54728,139.133,4,12.86,8.425099376822367,1,3,3,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,-0.26843083,0,3,3,0,0,3,TRUE,0_tours,0,FALSE
62729,1148,28259,3,1,0,2,1,62728,28.259,1,6.01,15.04993875049283,1,2,2,1,1,0,0,1,1,FALSE,TRUE,TRUE,FALSE,0.68255496,0,3,2,1,1,2,TRUE,1_Disc,1,FALSE
70729,1279,0,1,4,1,-8,1,70728,0,1,6.01,12.510128575871436,9,1,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,1,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
81225,868,56609,2,2,0,2,1,81224,56.609,2,8.81,31.335990809158123,0,2,2,0,0,0,0,2,0,FALSE,TRUE,FALSE,FALSE,-0.2241525,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
89977,1439,89751,5,1,0,2,1,89976,89.751,3,10.44,4.060463171821944,3,2,2,3,2,1,0,0,2,FALSE,TRUE,FALSE,FALSE,0.6789333,1,5,2,2,3,3,TRUE,1_Disc,1,FALSE
97977,813,14157,4,3,0,1,1,97976,14.157,1,6.01,1.3515138973273135,3,1,1,3,3,0,0,1,0,FALSE,TRUE,FALSE,FALSE,-0.21470833,0,4,1,3,3,1,TRUE,0_tours,0,FALSE
105977,866,93336,4,1,4,3,1,105976,93.336,3,10.44,5.070748065025024,1,4,4,0,0,0,0,0,2,FALSE,TRUE,FALSE,FALSE,-0.61592,0,4,4,0,0,4,TRUE,0_tours,0,FALSE
113977,915,0,1,6,1,-8,1,113976,0,1,6.01,4.116551319748292,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
123033,932,311,2,1,0,0,1,123032,0.311,1,6.01,3.7357812770400898,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,0_tours,0,FALSE
131953,1280,207294,3,1,0,2,1,131952,207.294,4,12.86,6.9030044264066035,1,2,2,1,0,1,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.38634583,0,3,2,0,1,3,TRUE,0_tours,0,FALSE
139953,1287,0,1,4,0,-8,1,139952,0,1,6.01,2.3058470109321596,9,1,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,0_tours,0,FALSE
147953,1305,15611,2,1,1,0,1,147952,15.611,1,6.01,4.08681968856065,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
155953,1250,69028,2,1,0,2,1,155952,69.028,3,10.44,5.990694199104147,0,2,2,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,-0.346815,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
163953,1164,0,1,4,0,-8,1,163952,0,1,6.01,1.811015522105385,9,1,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,1,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
171953,1283,0,1,4,1,-8,1,171952,0,1,6.01,13.371295729658888,9,1,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,-0.047871664,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
179953,1212,86689,3,3,0,3,1,179952,86.689,3,10.44,4.026318219706151,0,3,3,0,0,0,0,2,0,FALSE,TRUE,FALSE,FALSE,0.77483666,0,3,3,0,0,3,TRUE,0_tours,0,FALSE
187953,1248,57486,2,1,2,1,1,187952,57.486,2,8.81,6.980981127792539,1,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,-0.024536666,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
195953,747,16056,3,3,1,1,1,195952,16.056,1,6.01,4.312977729086773,2,1,1,2,2,1,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,2,0,2,2,0,FALSE,0_tours,0,FALSE
203953,701,48811,5,3,3,2,1,203952,48.811,2,8.81,5.06208018523817,3,5,4,1,0,0,1,1,2,FALSE,TRUE,TRUE,FALSE,1.1216633,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
211953,724,0,1,6,1,-8,1,211952,0,1,6.01,5.103226291446569,9,1,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,-0.24934667,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
219953,689,117067,5,1,2,2,1,219952,117.067,4,12.86,41.310259782053315,3,2,2,3,1,2,0,0,1,FALSE,TRUE,TRUE,FALSE,0.75732,1,5,2,1,3,4,TRUE,1_Disc,1,FALSE
227953,845,0,1,4,1,-8,1,227952,0,1,6.01,4.240880777381196,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,-0.076110005,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
235953,907,55580,4,1,2,2,1,235952,55.58,2,8.81,2.987682619662948,2,2,2,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.27726167,0,4,2,0,2,4,TRUE,0_tours,0,FALSE
244801,874,132746,2,1,2,2,1,244800,132.746,4,12.86,11.381577404108256,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0.7360708,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
255929,812,34491,5,1,1,1,1,255928,34.491,2,8.81,9.94893555165562,4,2,2,3,2,1,0,0,2,FALSE,TRUE,FALSE,FALSE,0.23024999,1,2,0,1,2,1,TRUE,0_tours,0,FALSE
263929,1399,81906,6,1,3,2,1,263928,81.906,3,10.44,8.440670197904872,4,2,2,4,2,3,0,0,0,FALSE,TRUE,TRUE,FALSE,2,1,6,2,2,4,4,TRUE,0_tours,0,FALSE
271929,1449,81221,3,1,3,3,1,271928,81.221,3,10.44,20.68179216515546,0,3,3,0,0,0,0,0,3,FALSE,TRUE,TRUE,FALSE,-1.0199816,0,3,3,0,0,3,TRUE,0_tours,0,FALSE
279929,1419,65842,2,1,0,2,1,279928,65.842,3,10.44,12.999693669265032,0,2,2,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,0.794565,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
287929,1407,171902,5,1,4,3,1,287928,171.902,4,12.86,17.003395344973374,2,5,5,0,0,0,0,0,3,FALSE,TRUE,TRUE,FALSE,5,0,5,5,0,0,5,TRUE,0_tours,0,FALSE
295929,1475,179587,2,1,2,0,1,295928,179.587,4,12.86,4.6186914872631615,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,1_Shop,1,FALSE
303929,202,91007,4,2,3,2,1,303928,91.007,3,10.44,24.78627025467184,2,4,3,1,0,0,1,1,0,FALSE,TRUE,TRUE,FALSE,-1.0984167,0,4,3,0,1,4,TRUE,1_Disc,1,FALSE
311929,199,21239,6,2,0,1,1,311928,21.239,1,6.01,2.503164009877845,5,2,2,4,2,3,0,0,0,FALSE,TRUE,TRUE,FALSE,-0.11706,2,4,2,0,2,4,TRUE,0_tours,0,FALSE
319929,180,10227,2,1,2,0,1,319928,10.227,1,6.01,16.092532808889445,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
327929,264,64514,2,1,2,1,1,327928,64.514,3,10.44,7.465093676522415,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
335929,274,92073,2,1,3,0,1,335928,92.073,3,10.44,7.487288315037104,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,1_Disc,1,FALSE
343929,280,0,1,6,0,-8,1,343928,0,1,6.01,8.885459470127353,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
351929,1443,0,1,6,1,-8,1,351928,0,1,6.01,1,9,1,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,-0.07610833,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
359929,1426,0,1,6,1,-8,1,359928,0,1,6.01,13.579813209514304,9,1,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,0,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
367929,1455,120003,3,3,3,3,1,367928,120.003,4,12.86,2.029380272435035,0,3,3,0,0,0,0,0,2,FALSE,TRUE,FALSE,FALSE,1.7586125,0,3,3,0,0,3,TRUE,0_tours,0,FALSE
375929,1489,137421,6,1,4,3,1,375928,137.421,4,12.86,18.944872099902337,3,3,2,4,0,3,1,0,0,FALSE,TRUE,TRUE,FALSE,3,1,4,1,0,3,4,TRUE,0_tours,0,FALSE
383929,1561,92203,4,1,2,1,1,383928,92.203,3,10.44,4.3035189445773545,3,2,2,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,4,2,0,2,4,TRUE,0_tours,0,FALSE
391929,1538,97779,2,1,2,1,1,391928,97.779,3,10.44,8.54245494357068,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,2,2,0,0,2,TRUE,1_Eat,1,FALSE
399929,1501,0,1,4,0,-8,1,399928,0,1,6.01,13.284985389343232,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,-0.052415002,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
407929,1704,31774,2,1,0,0,1,407928,31.774,2,8.81,8.912184687611658,2,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,0_tours,0,FALSE
415929,1745,75839,2,1,2,2,1,415928,75.839,3,10.44,7.178840566829507,0,2,1,1,0,0,1,0,0,FALSE,TRUE,TRUE,FALSE,2,0,2,1,0,1,2,TRUE,0_tours,0,FALSE
423929,1763,0,1,6,1,-8,1,423928,0,1,6.01,8.530521669494988,9,1,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,1,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
431929,1768,364773,4,1,3,2,1,431928,364.773,4,12.86,15.851382841316736,2,2,2,2,0,2,0,0,0,FALSE,TRUE,TRUE,FALSE,2,0,4,2,0,2,4,TRUE,0_tours,0,FALSE
439929,1743,0,1,4,0,-8,1,439928,0,1,6.01,3.4813830152773977,9,1,1,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,1,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
447929,1658,70710,4,1,3,1,1,447928,70.71,3,10.44,16.655154077394815,3,4,4,0,0,0,0,1,1,FALSE,TRUE,FALSE,FALSE,2,0,3,3,0,0,3,TRUE,0_tours,0,FALSE
455929,1627,12134,2,3,0,2,1,455928,12.134,1,6.01,5.859943833071587,0,2,2,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,0.88983417,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
463929,1689,47789,2,3,1,1,1,463928,47.789,2,8.81,1.92917758982812,1,1,1,1,1,1,0,0,1,FALSE,TRUE,TRUE,FALSE,0.85433334,0,2,1,1,1,1,TRUE,0_tours,0,FALSE
471929,1686,57497,5,1,0,1,1,471928,57.497,2,8.81,9.384694657932965,4,3,3,2,1,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1,2,5,3,1,2,4,TRUE,0_tours,0,FALSE
479929,2024,102563,5,1,2,1,1,479928,102.563,4,12.86,9.278470047234817,4,2,2,3,1,2,0,0,0,FALSE,TRUE,TRUE,FALSE,1,3,5,2,1,3,4,TRUE,0_tours,0,FALSE
487929,1805,100867,5,1,3,1,1,487928,100.867,4,12.86,12.189914799784646,4,2,2,3,0,3,0,0,0,FALSE,TRUE,TRUE,FALSE,1,1,4,2,0,2,4,TRUE,1_Disc,1,FALSE
495929,1891,104073,2,1,2,2,1,495928,104.073,4,12.86,8.549669632447559,0,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,2,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
503929,2089,112820,4,1,4,3,1,503928,112.82,4,12.86,6.597079685956829,1,4,4,0,0,0,0,2,0,FALSE,TRUE,FALSE,FALSE,2.90525,0,4,4,0,0,4,TRUE,0_tours,0,FALSE
511929,2010,0,1,4,1,-8,1,511928,0,1,6.01,3.1662800999182235,9,1,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,1,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
519929,2777,180556,7,1,3,1,1,519928,180.556,4,12.86,5.860812118296255,6,2,2,5,2,4,0,0,2,FALSE,TRUE,TRUE,FALSE,0.64708334,1,5,1,1,4,4,TRUE,0_tours,0,FALSE
527929,303,0,3,3,0,0,1,527928,0,1,6.01,1.8214766941000529,3,2,2,1,1,0,0,2,0,FALSE,TRUE,FALSE,FALSE,-0.14062832,1,2,2,0,0,2,TRUE,0_tours,0,FALSE
535929,339,13838,5,3,0,1,1,535928,13.838,1,6.01,3.5159122433421595,4,2,2,3,2,2,0,0,2,FALSE,TRUE,FALSE,FALSE,-0.18551166,1,5,2,2,3,3,TRUE,0_tours,0,FALSE
543929,356,0,2,3,0,0,1,543928,0,1,6.01,10.13391500541039,2,2,1,1,0,0,1,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,1,0,1,2,TRUE,0_tours,0,FALSE
551929,412,0,1,6,1,-8,1,551928,0,1,6.01,12.394779442598095,9,1,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,-0.051605,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
559929,391,3135,6,3,2,1,1,559928,3.135,1,6.01,3.684475247150446,5,2,2,4,1,3,0,1,0,FALSE,TRUE,FALSE,FALSE,-0.052828334,1,4,1,1,3,3,TRUE,0_tours,0,FALSE
567929,407,0,1,6,1,-8,1,567928,0,1,6.01,5.40295782935239,9,1,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,-0.30575836,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
575929,2168,19115,4,1,2,1,1,575928,19.115,1,6.01,1.3711246973705993,3,2,2,2,1,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1.7256668,0,4,2,1,2,3,TRUE,0_tours,0,FALSE
583929,2216,43784,2,1,2,2,1,583928,43.784,2,8.81,5.912182897896142,0,2,2,0,0,0,0,2,0,FALSE,TRUE,FALSE,FALSE,1.2235,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
591929,2292,246358,6,1,1,3,1,591928,246.358,4,12.86,16.601770295767277,3,6,5,1,0,0,1,1,2,FALSE,TRUE,TRUE,FALSE,3.6401818,0,6,5,0,1,6,TRUE,0_tours,0,FALSE
599929,2279,76926,4,3,0,1,1,599928,76.926,3,10.44,5.387087677678994,3,2,2,2,2,1,0,0,2,FALSE,TRUE,FALSE,FALSE,1,0,4,2,2,2,2,TRUE,1_Main,1,FALSE
607929,2322,225510,2,1,2,0,1,607928,225.51,4,12.86,21.437616521079082,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
615929,2334,67750,5,1,0,2,1,615928,67.75,3,10.44,14.825451774017424,3,2,2,3,2,1,0,0,2,FALSE,TRUE,FALSE,FALSE,0.64759165,0,4,1,2,3,2,TRUE,0_tours,0,FALSE
623929,2264,70783,7,1,0,1,1,623928,70.783,3,10.44,7.832003281090328,6,2,2,5,1,4,0,0,0,FALSE,TRUE,FALSE,FALSE,-0.08449499,0,6,1,1,5,5,TRUE,0_tours,0,FALSE
631929,2481,60006,2,1,2,0,1,631928,60.006,3,10.44,3.6897954369563375,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
639929,2494,12106,2,3,0,2,1,639928,12.106,1,6.01,3.033986560583779,0,2,2,0,0,0,0,2,0,FALSE,TRUE,FALSE,FALSE,0.79515666,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
647929,2598,56627,2,1,3,2,1,647928,56.627,2,8.81,14.737054242921436,0,2,2,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,2,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
655929,2095,19115,2,1,0,2,1,655928,19.115,1,6.01,4.851776970309279,0,2,2,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,1.1628333,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
663929,2130,80179,2,1,2,1,1,663928,80.179,3,10.44,2.486859658224585,1,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
671929,2562,70833,3,1,1,2,1,671928,70.833,3,10.44,2.728130475443106,1,3,3,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,2,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
679929,2744,97489,4,1,4,1,1,679928,97.489,3,10.44,5.579123967950996,3,4,4,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,1,0,4,4,0,0,4,TRUE,0_tours,0,FALSE
687929,2353,22792,2,1,3,1,1,687928,22.792,1,6.01,2.0995662766027205,1,2,2,0,0,0,0,1,1,FALSE,TRUE,TRUE,FALSE,0.68033344,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
695929,2374,66718,3,3,0,3,1,695928,66.718,3,10.44,19.047738702797027,0,3,2,1,0,0,1,1,0,FALSE,TRUE,FALSE,FALSE,0.73454666,0,3,2,0,1,3,TRUE,0_tours,0,FALSE
703929,2390,206778,7,1,3,3,1,703928,206.778,4,12.86,3.9434698581536414,4,5,5,2,2,0,0,3,0,FALSE,TRUE,FALSE,FALSE,2.32829,0,7,5,2,2,5,TRUE,0_tours,0,FALSE
711929,2449,47661,3,1,0,1,1,711928,47.661,2,8.81,2.4585873420721627,2,2,1,2,0,1,1,0,0,FALSE,TRUE,FALSE,FALSE,-0.033651665,0,3,1,0,2,3,TRUE,0_tours,0,FALSE
719929,474,161065,2,1,2,2,1,719928,161.065,4,12.86,7.566090455649402,0,2,2,0,0,0,0,0,2,FALSE,TRUE,TRUE,FALSE,1.71125,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
727929,427,8898,4,3,0,0,1,727928,8.898,1,6.01,5.703210091551243,4,1,1,3,0,3,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,4,1,0,3,4,TRUE,0_tours,0,FALSE
735929,452,77344,4,1,3,3,1,735928,77.344,3,10.44,2.7090105623861116,1,4,4,0,0,0,0,2,0,FALSE,TRUE,TRUE,FALSE,1.578115,0,4,4,0,0,4,TRUE,0_tours,0,FALSE
743929,491,144096,3,1,3,2,1,743928,144.096,4,12.86,22.993427207407297,1,3,3,0,0,0,0,0,1,FALSE,TRUE,TRUE,FALSE,2,0,3,3,0,0,3,TRUE,0_tours,0,FALSE
751929,459,26549,4,1,0,1,1,751928,26.549,1,6.01,5.19734284655413,3,2,2,2,2,0,0,0,2,FALSE,TRUE,TRUE,FALSE,-0.25956833,2,1,1,0,0,1,FALSE,0_tours,0,FALSE
759929,524,88144,6,1,2,1,1,759928,88.144,3,10.44,6.252679585444358,5,2,2,4,1,3,0,0,0,FALSE,TRUE,TRUE,FALSE,1,0,6,2,1,4,5,TRUE,0_tours,0,FALSE
767929,518,164606,3,1,0,2,1,767928,164.606,4,12.86,11.104407860427413,1,3,3,0,0,0,0,0,1,FALSE,TRUE,FALSE,FALSE,-0.3972975,0,3,3,0,0,3,TRUE,0_tours,0,FALSE
775929,527,112242,6,1,2,2,1,775928,112.242,4,12.86,7.407837319981971,4,2,2,4,2,3,0,0,0,FALSE,TRUE,TRUE,FALSE,0.868755,1,5,2,1,3,4,TRUE,0_tours,0,FALSE
783929,538,0,1,6,1,-8,1,783928,0,1,6.01,4.187170074634726,9,1,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,0,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
791929,543,50331,4,2,2,1,1,791928,50.331,2,8.81,9.512847059714863,3,4,4,0,0,0,0,0,2,FALSE,TRUE,TRUE,FALSE,0.851785,0,4,4,0,0,4,TRUE,0_tours,0,FALSE
799929,570,46514,6,1,0,1,1,799928,46.514,2,8.81,11.826995855302094,5,2,2,4,2,2,0,0,2,FALSE,TRUE,TRUE,FALSE,-0.31744167,3,3,2,0,1,3,TRUE,0_tours,0,FALSE
807929,630,73807,2,1,2,0,1,807928,73.807,3,10.44,11.349490048546768,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
815929,606,65842,4,1,3,3,1,815928,65.842,3,10.44,36.860636892293215,1,4,3,1,0,0,1,1,0,FALSE,TRUE,FALSE,FALSE,0.43126166,0,4,3,0,1,4,TRUE,1_Visit,1,FALSE
823929,618,5157,2,1,2,0,1,823928,5.157,1,6.01,6.736855122382901,2,2,2,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
831929,593,26728,2,1,2,0,1,831928,26.728,1,6.01,1.674314432986781,2,2,2,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,0,0,2,2,0,0,2,TRUE,0_tours,0,FALSE
3410,52,55580,7,2,2,2,1,3409,55.58,2,8.81,3.988875981327233,5,5,4,3,0,2,1,1,0,FALSE,TRUE,TRUE,FALSE,-0.51241505,1,6,3,0,3,6,TRUE,0_tours,0,FALSE
11410,1026,0,1,6,1,-8,1,11409,0,1,6.01,4.489074493581406,9,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,1,1,0,0,1,FALSE,0_tours,0,FALSE
